Site,Disturbance,Exclosure,Date,FG,Year,Total Hits,hits,weight
wildcat,prairie dog,livestock ex,2017-07-18,C4,2017,3,0,0.0
wildcat,prairie dog,livestock ex,2017-07-18,Forb,2017,3,0,9.66
wildcat,prairie dog,livestock ex,2017-07-18,SD,2017,3,0,0.0
wildcat,prairie dog,livestock ex,2017-07-18,Subshrub,2017,3,0,0.0
wildcat,prairie dog,livestock ex,2017-07-18,Total,2017,3,3,38.74000000000001
wildcat,prairie dog,livestock ex,2017-07-18,VUOC,2017,3,0,0.0
wildcat,prairie dog,livestock ex,2018-08-02,AnnGrass,2018,37,0,0.8200000000000001
wildcat,prairie dog,livestock ex,2018-08-02,Brome,2018,37,0,0.8
wildcat,prairie dog,livestock ex,2018-08-02,C3,2018,37,31,154.84
wildcat,prairie dog,livestock ex,2018-08-02,C4,2018,37,0,0.0
wildcat,prairie dog,livestock ex,2018-08-02,Forb,2018,37,6,28.34
wildcat,prairie dog,livestock ex,2018-08-02,SD,2018,37,0,0.22
wildcat,prairie dog,livestock ex,2018-08-02,Subshrub,2018,37,0,0.0
wildcat,prairie dog,livestock ex,2018-08-02,Total,2018,37,37,184.22000000000003
wildcat,prairie dog,livestock ex,2018-08-02,VUOC,2018,37,0,0.02
wildcat,prairie dog,livestock ex,2019-08-05,AnnGrass,2019,24,0,0.0
wildcat,prairie dog,livestock ex,2019-08-05,Brome,2019,24,0,0.0
wildcat,prairie dog,livestock ex,2019-08-05,C3,2019,24,0,0.0
wildcat,prairie dog,livestock ex,2019-08-05,C4,2019,24,0,0.0
wildcat,prairie dog,livestock ex,2019-08-05,Forb,2019,24,24,216.5
wildcat,prairie dog,livestock ex,2019-08-05,SD,2019,24,0,6.3
wildcat,prairie dog,livestock ex,2019-08-05,Subshrub,2019,24,0,0.0
wildcat,prairie dog,livestock ex,2019-08-05,Total,2019,24,24,222.8
wildcat,prairie dog,livestock ex,2019-08-05,VUOC,2019,24,0,0.0
wildcat,prairie dog,livestock ex,2020-08-06,AnnGrass,2020,4,0,0.0
wildcat,prairie dog,livestock ex,2020-08-06,Brome,2020,4,0,0.0
wildcat,prairie dog,livestock ex,2020-08-06,C3,2020,4,1,57.76
wildcat,prairie dog,livestock ex,2020-08-06,C4,2020,4,0,0.48
wildcat,prairie dog,livestock ex,2020-08-06,Forb,2020,4,3,23.060000000000002
wildcat,prairie dog,livestock ex,2020-08-06,SD,2020,4,0,76.86
wildcat,prairie dog,livestock ex,2020-08-06,Subshrub,2020,4,0,0.0
wildcat,prairie dog,livestock ex,2020-08-06,Total,2020,4,4,158.16
wildcat,prairie dog,livestock ex,2020-08-06,VUOC,2020,4,0,0.0
wildcat,prairie dog,out,2017-07-18,AnnGrass,2017,5,0,0.0
wildcat,prairie dog,out,2017-07-18,Brome,2017,5,0,0.0
wildcat,prairie dog,out,2017-07-18,C3,2017,5,5,34.76
wildcat,prairie dog,out,2017-07-18,C4,2017,5,0,0.0
wildcat,prairie dog,out,2017-07-18,Forb,2017,5,0,2.3000000000000007
wildcat,prairie dog,out,2017-07-18,SD,2017,5,0,0.0
wildcat,prairie dog,out,2017-07-18,Subshrub,2017,5,0,0.0
wildcat,prairie dog,out,2017-07-18,Total,2017,5,5,37.06
wildcat,prairie dog,out,2017-07-18,VUOC,2017,5,0,0.0
wildcat,prairie dog,out,2018-08-02,AnnGrass,2018,51,0,0.08
wildcat,prairie dog,out,2018-08-02,Brome,2018,51,0,0.0
wildcat,prairie dog,out,2018-08-02,C3,2018,51,38,397.18
wildcat,prairie dog,out,2018-08-02,C4,2018,51,0,0.0
wildcat,prairie dog,out,2018-08-02,Forb,2018,51,13,14.78
wildcat,prairie dog,out,2018-08-02,SD,2018,51,0,2.58
wildcat,prairie dog,out,2018-08-02,Subshrub,2018,51,0,0.0
wildcat,prairie dog,out,2018-08-02,Total,2018,51,51,414.61999999999995
wildcat,prairie dog,out,2018-08-02,VUOC,2018,51,0,0.08
wildcat,prairie dog,out,2019-08-05,AnnGrass,2019,36,1,6.6
wildcat,prairie dog,out,2019-08-05,Brome,2019,36,0,0.0
wildcat,prairie dog,out,2019-08-05,C3,2019,36,21,210.9
wildcat,prairie dog,out,2019-08-05,C4,2019,36,0,0.0
wildcat,prairie dog,out,2019-08-05,Forb,2019,36,5,49.0
wildcat,prairie dog,out,2019-08-05,SD,2019,36,9,36.7
wildcat,prairie dog,out,2019-08-05,Subshrub,2019,36,0,0.0
wildcat,prairie dog,out,2019-08-05,Total,2019,36,36,303.2
wildcat,prairie dog,out,2019-08-05,VUOC,2019,36,1,6.6
wildcat,prairie dog,out,2020-08-06,AnnGrass,2020,16,5,4.5282
wildcat,prairie dog,out,2020-08-06,Brome,2020,16,0,0.0482
wildcat,prairie dog,out,2020-08-06,C3,2020,16,1,40.9
wildcat,prairie dog,out,2020-08-06,C4,2020,16,0,0.4
wildcat,prairie dog,out,2020-08-06,Forb,2020,16,0,2.3438
wildcat,prairie dog,out,2020-08-06,SD,2020,16,10,109.06
wildcat,prairie dog,out,2020-08-06,Subshrub,2020,16,0,0.0
wildcat,prairie dog,out,2020-08-06,Total,2020,16,16,157.232
wildcat,prairie dog,out,2020-08-06,VUOC,2020,16,5,4.48
wildcat,prairie dog,ungulate ex,2017-07-18,AnnGrass,2017,17,0,0.0
wildcat,prairie dog,ungulate ex,2017-07-18,Brome,2017,17,0,0.0
wildcat,prairie dog,ungulate ex,2017-07-18,C3,2017,17,17,123.29999999999998
wildcat,prairie dog,ungulate ex,2017-07-18,C4,2017,17,0,0.0
wildcat,prairie dog,ungulate ex,2017-07-18,Forb,2017,17,0,0.0
wildcat,prairie dog,ungulate ex,2017-07-18,SD,2017,17,0,0.0
wildcat,prairie dog,ungulate ex,2017-07-18,Subshrub,2017,17,0,0.0
wildcat,prairie dog,ungulate ex,2017-07-18,Total,2017,17,17,123.29999999999998
wildcat,prairie dog,ungulate ex,2017-07-18,VUOC,2017,17,0,0.0
wildcat,prairie dog,ungulate ex,2018-08-02,AnnGrass,2018,46,0,0.54
wildcat,prairie dog,ungulate ex,2018-08-02,Brome,2018,46,0,0.0
wildcat,prairie dog,ungulate ex,2018-08-02,C3,2018,46,40,439.06
wildcat,prairie dog,ungulate ex,2018-08-02,C4,2018,46,0,0.0
wildcat,prairie dog,ungulate ex,2018-08-02,Forb,2018,46,6,16.18
wildcat,prairie dog,ungulate ex,2018-08-02,SD,2018,46,0,75.12
wildcat,prairie dog,ungulate ex,2018-08-02,Subshrub,2018,46,0,0.0
wildcat,prairie dog,ungulate ex,2018-08-02,Total,2018,46,46,530.9000000000001
wildcat,prairie dog,ungulate ex,2018-08-02,VUOC,2018,46,0,0.54
wildcat,prairie dog,ungulate ex,2019-08-05,AnnGrass,2019,37,0,0.5
wildcat,prairie dog,ungulate ex,2019-08-05,Brome,2019,37,0,0.0
wildcat,prairie dog,ungulate ex,2019-08-05,C3,2019,37,17,284.2
wildcat,prairie dog,ungulate ex,2019-08-05,C4,2019,37,0,0.0
wildcat,prairie dog,ungulate ex,2019-08-05,Forb,2019,37,6,21.3
wildcat,prairie dog,ungulate ex,2019-08-05,SD,2019,37,14,46.9
wildcat,prairie dog,ungulate ex,2019-08-05,Subshrub,2019,37,0,0.0
wildcat,prairie dog,ungulate ex,2019-08-05,Total,2019,37,37,352.9
wildcat,prairie dog,ungulate ex,2019-08-05,VUOC,2019,37,0,0.5
wildcat,prairie dog,ungulate ex,2020-08-06,AnnGrass,2020,49,1,0.36
wildcat,prairie dog,ungulate ex,2020-08-06,Brome,2020,49,0,0.0
wildcat,prairie dog,ungulate ex,2020-08-06,C3,2020,49,2,53.8
wildcat,prairie dog,ungulate ex,2020-08-06,C4,2020,49,0,0.0
wildcat,prairie dog,ungulate ex,2020-08-06,Forb,2020,49,8,47.74
wildcat,prairie dog,ungulate ex,2020-08-06,SD,2020,49,38,225.76
wildcat,prairie dog,ungulate ex,2020-08-06,Subshrub,2020,49,0,0.0
wildcat,prairie dog,ungulate ex,2020-08-06,Total,2020,49,49,327.65999999999997
wildcat,prairie dog,ungulate ex,2020-08-06,VUOC,2020,49,1,0.36
